BGC,SIClass,Area,Var
SBSdw1,4,160722,AllForest
SBSdw1,5,95442,AllForest
SBSdw1,6,3833,AllForest
SBSdw1,7,145,AllForest
SBSdw2,3,94029,AllForest
SBSdw2,4,240954,AllForest
SBSdw2,5,81555,AllForest
SBSdw2,6,2270,AllForest
SBSdw2,7,329,AllForest
SBSdw3,3,146292,AllForest
SBSdw3,4,387858,AllForest
SBSdw3,5,128545,AllForest
SBSdw3,6,4561,AllForest
SBSdw3,7,676,AllForest
SBSmc1,3,13111,AllForest
SBSmc1,4,24992,AllForest
SBSmc1,5,7843,AllForest
SBSmc1,6,118,AllForest
SBSmc1,7,17,AllForest
SBSmc2,3,755214,AllForest
SBSmc2,4,705107,AllForest
SBSmc2,5,116009,AllForest
SBSmc2,6,11285,AllForest
SBSmc2,7,1429,AllForest
SBSmc3,3,147608,AllForest
SBSmc3,4,44576,AllForest
SBSmc3,5,5973,AllForest
SBSmc3,6,206,AllForest
SBSmh,3,2317,AllForest
SBSmh,4,27100,AllForest
SBSmh,5,12211,AllForest
SBSmh,6,1859,AllForest
SBSmh,7,249,AllForest
SBSmk1,3,342318,AllForest
SBSmk1,4,544997,AllForest
SBSmk1,5,177768,AllForest
SBSmk1,6,11142,AllForest
SBSmk1,7,1234,AllForest
SBSmk2,3,72969,AllForest
SBSmk2,4,114331,AllForest
SBSmk2,5,29937,AllForest
SBSmk2,6,1774,AllForest
SBSmk2,7,363,AllForest
SBSmm,3,15660,AllForest
SBSmm,4,33496,AllForest
SBSmm,5,13173,AllForest
SBSmm,6,430,AllForest
SBSmm,7,60,AllForest
SBSmw,3,20434,AllForest
SBSmw,4,82689,AllForest
SBSmw,5,79062,AllForest
SBSmw,6,6534,AllForest
SBSmw,7,347,AllForest
SBSun,3,70432,AllForest
SBSun,4,18972,AllForest
SBSun,5,5686,AllForest
SBSun,6,1729,AllForest
SBSun,7,458,AllForest
SBSvk,3,138393,AllForest
SBSvk,4,108702,AllForest
SBSvk,5,36836,AllForest
SBSvk,6,8610,AllForest
SBSvk,7,1526,AllForest
SBSwk1,3,193324,AllForest
SBSwk1,4,290117,AllForest
SBSwk1,5,142971,AllForest
SBSwk1,6,20400,AllForest
SBSwk1,7,2931,AllForest
SBSwk2,3,192724,AllForest
SBSwk2,4,156337,AllForest
SBSwk2,5,41897,AllForest
SBSwk2,6,2318,AllForest
SBSwk2,7,235,AllForest
SBSwk3,3,125029,AllForest
SBSwk3,4,168780,AllForest
SBSwk3,5,40109,AllForest
SBSwk3,6,3426,AllForest
SBSwk3,7,262,AllForest
SBSwk3a,3,14106,AllForest
SBSwk3a,4,15116,AllForest
SBSwk3a,5,6031,AllForest
SBSwk3a,6,351,AllForest
SBSwk3a,7,278,AllForest
SWBmk,3,3574,AllForest
SWBmk,4,326,AllForest
SWBmk,5,23,AllForest
SWBmk,7,4,AllForest
SWBmks,3,2,AllForest
SWBun,3,413,AllForest
SWBun,4,66,AllForest
SWBun,5,1,AllForest
BGxh3,3,2,OldForest
BGxw2,3,1,OldForest
BGxw2,4,1,OldForest
BWBSdk,3,397494,OldForest
BWBSdk,4,94521,OldForest
BWBSdk,5,5558,OldForest
BWBSdk,6,56,OldForest
BWBSdk,7,12,OldForest
BWBSmk,3,880389,OldForest
BWBSmk,4,495206,OldForest
BWBSmk,5,142258,OldForest
BWBSmk,6,8470,OldForest
BWBSmk,7,2259,OldForest
BWBSmw,3,136703,OldForest
BWBSmw,4,201388,OldForest
BWBSmw,5,13043,OldForest
BWBSmw,6,593,OldForest
BWBSmw,7,44,OldForest
BWBSvk,3,2050,OldForest
BWBSvk,4,15,OldForest
BWBSwk1,3,68947,OldForest
BWBSwk1,4,20122,OldForest
BWBSwk1,5,208,OldForest
BWBSwk1,6,29,OldForest
BWBSwk1,7,1,OldForest
BWBSwk2,3,51526,OldForest
BWBSwk2,4,19054,OldForest
BWBSwk2,5,334,OldForest
BWBSwk2,6,19,OldForest
BWBSwk3,3,16560,OldForest
BWBSwk3,4,993,OldForest
CDFmm,3,85,OldForest
CDFmm,4,201,OldForest
CDFmm,5,338,OldForest
CDFmm,6,17,OldForest
CDFmm,7,7,OldForest
CMAunp,3,263,OldForest
CMAunp,4,42,OldForest
CMAunp,5,5,OldForest
CMAunp,6,1,OldForest
CWHdm,3,2926,OldForest
CWHdm,4,4493,OldForest
CWHdm,5,4223,OldForest
CWHdm,6,565,OldForest
CWHdm,7,124,OldForest
CWHds1,3,6465,OldForest
CWHds1,4,13154,OldForest
CWHds1,5,8038,OldForest
CWHds1,6,967,OldForest
CWHds1,7,183,OldForest
CWHds2,3,3665,OldForest
CWHds2,4,4974,OldForest
CWHds2,5,2820,OldForest
CWHds2,6,27,OldForest
CWHds2,7,15,OldForest
CWHmm1,3,6972,OldForest
CWHmm1,4,7296,OldForest
CWHmm1,5,2997,OldForest
CWHmm1,6,1439,OldForest
CWHmm1,7,98,OldForest
CWHmm2,3,13392,OldForest
CWHmm2,4,9021,OldForest
CWHmm2,5,2146,OldForest
CWHmm2,6,595,OldForest
CWHmm2,7,41,OldForest
CWHms1,3,59401,OldForest
CWHms1,4,44617,OldForest
CWHms1,5,9508,OldForest
CWHms1,6,661,OldForest
CWHms1,7,148,OldForest
CWHms2,3,23223,OldForest
CWHms2,4,15497,OldForest
CWHms2,5,3885,OldForest
CWHms2,6,600,OldForest
CWHms2,7,37,OldForest
CWHvh1,3,109251,OldForest
CWHvh1,4,43484,OldForest
CWHvh1,5,6050,OldForest
CWHvh1,6,807,OldForest
CWHvh1,7,244,OldForest
CWHvh2,3,248838,OldForest
CWHvh2,4,51630,OldForest
CWHvh2,5,3722,OldForest
CWHvh2,6,624,OldForest
CWHvh2,7,134,OldForest
CWHvh3,3,103860,OldForest
CWHvh3,4,15679,OldForest
CWHvh3,5,1382,OldForest
CWHvh3,6,451,OldForest
CWHvh3,7,64,OldForest
CWHvm1,3,295485,OldForest
CWHvm1,4,210359,OldForest
CWHvm1,5,38473,OldForest
CWHvm1,6,8168,OldForest
CWHvm1,7,2114,OldForest
CWHvm2,3,276944,OldForest
CWHvm2,4,94683,OldForest
CWHvm2,5,13663,OldForest
CWHvm2,6,2644,OldForest
CWHvm2,7,319,OldForest
CWHwh1,3,73070,OldForest
CWHwh1,4,29470,OldForest
CWHwh1,5,3865,OldForest
CWHwh1,6,992,OldForest
CWHwh1,7,300,OldForest
CWHwh2,3,23197,OldForest
CWHwh2,4,3554,OldForest
CWHwh2,5,184,OldForest
CWHwh2,6,61,OldForest
CWHwh2,7,17,OldForest
CWHwm,3,38855,OldForest
CWHwm,4,8445,OldForest
CWHwm,5,2442,OldForest
CWHwm,6,528,OldForest
CWHwm,7,667,OldForest
CWHws1,3,16422,OldForest
CWHws1,4,10370,OldForest
CWHws1,5,1359,OldForest
CWHws1,6,594,OldForest
CWHws1,7,165,OldForest
CWHws2,3,117399,OldForest
CWHws2,4,23502,OldForest
CWHws2,5,2978,OldForest
CWHws2,6,434,OldForest
CWHws2,7,118,OldForest
CWHxm1,3,151,OldForest
CWHxm1,4,654,OldForest
CWHxm1,5,386,OldForest
CWHxm1,6,69,OldForest
CWHxm1,7,10,OldForest
CWHxm2,3,1975,OldForest
CWHxm2,4,3532,OldForest
CWHxm2,5,4250,OldForest
CWHxm2,6,2064,OldForest
CWHxm2,7,488,OldForest
ESSFdc1,3,1427,OldForest
ESSFdc1,4,161,OldForest
ESSFdc1,5,17,OldForest
ESSFdc2,3,29472,OldForest
ESSFdc2,4,8616,OldForest
ESSFdc2,5,295,OldForest
ESSFdc2,6,13,OldForest
ESSFdc3,3,16495,OldForest
ESSFdc3,4,3243,OldForest
ESSFdc3,5,93,OldForest
ESSFdc3,6,12,OldForest
ESSFdcp,3,2,OldForest
ESSFdcw,3,651,OldForest
ESSFdcw,4,23,OldForest
ESSFdh1,3,3004,OldForest
ESSFdh1,4,2488,OldForest
ESSFdh1,5,208,OldForest
ESSFdh1,6,19,OldForest
ESSFdh2,3,1174,OldForest
ESSFdh2,4,216,OldForest
ESSFdh2,5,2,OldForest
ESSFdh2,6,1,OldForest
ESSFdk1,3,20168,OldForest
ESSFdk1,4,5009,OldForest
ESSFdk1,5,187,OldForest
ESSFdk1,6,2,OldForest
ESSFdk2,3,39450,OldForest
ESSFdk2,4,10744,OldForest
ESSFdk2,5,478,OldForest
ESSFdk2,6,5,OldForest
ESSFdk2,7,2,OldForest
ESSFdkp,3,6,OldForest
ESSFdkw,3,10833,OldForest
ESSFdkw,4,1009,OldForest
ESSFdkw,5,5,OldForest
ESSFdv1,3,9246,OldForest
ESSFdv1,4,1282,OldForest
ESSFdv1,5,71,OldForest
ESSFdv1,6,7,OldForest
ESSFdv2,3,6652,OldForest
ESSFdv2,4,664,OldForest
ESSFdv2,5,3,OldForest
ESSFdvp,3,3,OldForest
ESSFdvw,3,935,OldForest
ESSFdvw,4,48,OldForest
ESSFmc,3,14931,OldForest
ESSFmc,4,1254,OldForest
ESSFmc,5,146,OldForest
ESSFmc,6,1,OldForest
ESSFmh,3,1327,OldForest
ESSFmh,4,249,OldForest
ESSFmh,5,92,OldForest
ESSFmh,7,2,OldForest
ESSFmk,3,6802,OldForest
ESSFmk,4,224,OldForest
ESSFmk,5,1,OldForest
ESSFmkp,3,2,OldForest
ESSFmm1,3,9005,OldForest
ESSFmm1,4,843,OldForest
ESSFmm1,5,46,OldForest
ESSFmm1,6,1,OldForest
ESSFmm2,3,1015,OldForest
ESSFmm2,4,12,OldForest
ESSFmm3,3,6756,OldForest
ESSFmm3,4,418,OldForest
ESSFmm3,5,71,OldForest
ESSFmm3,6,12,OldForest
ESSFmmp,3,26,OldForest
ESSFmmp,4,2,OldForest
ESSFmmw,3,1107,OldForest
ESSFmmw,4,9,OldForest
ESSFmmw,5,1,OldForest
ESSFmv1,3,95,OldForest
ESSFmv1,4,2,OldForest
ESSFmv1,5,1,OldForest
ESSFmv2,3,692,OldForest
ESSFmv2,4,76,OldForest
ESSFmv2,5,1,OldForest
ESSFmv3,3,4729,OldForest
ESSFmv3,4,384,OldForest
ESSFmv3,5,8,OldForest
ESSFmv3,6,3,OldForest
ESSFmv4,3,348,OldForest
ESSFmv4,4,36,OldForest
ESSFmw,3,2099,OldForest
ESSFmw,4,1001,OldForest
ESSFmw,5,62,OldForest
ESSFmw1,3,10557,OldForest
ESSFmw1,4,2609,OldForest
ESSFmw1,5,202,OldForest
ESSFmw2,3,6522,OldForest
ESSFmw2,4,1323,OldForest
ESSFmw2,5,128,OldForest
ESSFmw2,6,14,OldForest
ESSFmwp,3,11,OldForest
ESSFmww,3,1497,OldForest
ESSFmww,4,111,OldForest
ESSFmww,5,14,OldForest
ESSFun,3,18820,OldForest
ESSFun,4,1445,OldForest
ESSFun,5,115,OldForest
ESSFun,6,106,OldForest
ESSFun,7,14,OldForest
ESSFunp,3,11,OldForest
ESSFvc,3,16136,OldForest
ESSFvc,4,2367,OldForest
ESSFvc,5,301,OldForest
ESSFvc,6,124,OldForest
ESSFvcp,3,1,OldForest
ESSFvcw,3,667,OldForest
ESSFvcw,4,81,OldForest
ESSFvcw,5,3,OldForest
ESSFwc2,3,29353,OldForest
ESSFwc2,4,2915,OldForest
ESSFwc2,5,4722,OldForest
ESSFwc2,6,15,OldForest
ESSFwc2,7,1,OldForest
ESSFwc3,3,4462,OldForest
ESSFwc3,4,468,OldForest
ESSFwc3,5,964,OldForest
ESSFwc3,7,2,OldForest
ESSFwc4,3,8381,OldForest
ESSFwc4,4,405,OldForest
ESSFwc4,5,18,OldForest
ESSFwc4,6,1,OldForest
ESSFwcp,3,20,OldForest
ESSFwcp,4,1,OldForest
ESSFwcp,5,1,OldForest
ESSFwcw,3,2826,OldForest
ESSFwcw,4,180,OldForest
ESSFwcw,5,1545,OldForest
ESSFwh1,3,15124,OldForest
ESSFwh1,4,1874,OldForest
ESSFwh1,5,149,OldForest
ESSFwh1,6,4,OldForest
ESSFwh2,3,2574,OldForest
ESSFwh2,4,176,OldForest
ESSFwh2,5,78,OldForest
ESSFwh2,6,1,OldForest
ESSFwh3,3,910,OldForest
ESSFwh3,4,261,OldForest
ESSFwh3,5,4,OldForest
ESSFwk1,3,12996,OldForest
ESSFwk1,4,2013,OldForest
ESSFwk1,5,2494,OldForest
ESSFwk1,6,7,OldForest
ESSFwk1,7,21,OldForest
ESSFwk2,3,4749,OldForest
ESSFwk2,4,197,OldForest
ESSFwk2,5,26,OldForest
ESSFwk2,7,1,OldForest
ESSFwm1,3,502,OldForest
ESSFwm1,4,15,OldForest
ESSFwm1,5,28,OldForest
ESSFwm1,6,10,OldForest
ESSFwm2,3,1392,OldForest
ESSFwm2,4,36,OldForest
ESSFwm2,5,2,OldForest
ESSFwm3,3,199,OldForest
ESSFwm3,4,6,OldForest
ESSFwm4,3,823,OldForest
ESSFwm4,4,88,OldForest
ESSFwm4,5,1,OldForest
ESSFwmw,3,223,OldForest
ESSFwmw,4,40,OldForest
ESSFwv,3,54524,OldForest
ESSFwv,4,3790,OldForest
ESSFwv,5,328,OldForest
ESSFwv,6,13,OldForest
ESSFwvp,3,5,OldForest
ESSFxc1,3,19437,OldForest
ESSFxc1,4,4068,OldForest
ESSFxc1,5,6,OldForest
ESSFxc2,3,13791,OldForest
ESSFxc2,4,1026,OldForest
ESSFxc2,5,26,OldForest
ESSFxc3,3,6302,OldForest
ESSFxc3,4,926,OldForest
ESSFxc3,5,37,OldForest
ESSFxcp,3,13,OldForest
ESSFxcw,3,1748,OldForest
ESSFxcw,4,37,OldForest
ESSFxcw,5,7,OldForest
ESSFxv1,3,1207,OldForest
ESSFxv1,4,338,OldForest
ESSFxv1,5,3,OldForest
ESSFxv2,3,237,OldForest
ESSFxv2,4,4,OldForest
ESSFxvp,3,1,OldForest
ESSFxvw,3,4,OldForest
ICHdk,3,842,OldForest
ICHdk,4,5915,OldForest
ICHdk,5,896,OldForest
ICHdk,6,30,OldForest
ICHdk,7,2,OldForest
ICHdm,3,11044,OldForest
ICHdm,4,7236,OldForest
ICHdm,5,770,OldForest
ICHdm,6,74,OldForest
ICHdw1,3,9420,OldForest
ICHdw1,4,22957,OldForest
ICHdw1,5,3232,OldForest
ICHdw1,6,197,OldForest
ICHdw1,7,11,OldForest
ICHdw3,3,3322,OldForest
ICHdw3,4,14832,OldForest
ICHdw3,5,3105,OldForest
ICHdw3,6,82,OldForest
ICHdw3,7,25,OldForest
ICHdw4,3,3829,OldForest
ICHdw4,4,9687,OldForest
ICHdw4,5,1367,OldForest
ICHdw4,6,66,OldForest
ICHmc1,3,112698,OldForest
ICHmc1,4,9228,OldForest
ICHmc1,5,1510,OldForest
ICHmc1,6,121,OldForest
ICHmc1,7,18,OldForest
ICHmc1a,3,6357,OldForest
ICHmc1a,4,482,OldForest
ICHmc1a,5,98,OldForest
ICHmc1a,6,105,OldForest
ICHmc1a,7,45,OldForest
ICHmc2,3,14656,OldForest
ICHmc2,4,5120,OldForest
ICHmc2,5,825,OldForest
ICHmc2,6,109,OldForest
ICHmc2,7,103,OldForest
ICHmk1,3,8372,OldForest
ICHmk1,4,13452,OldForest
ICHmk1,5,1491,OldForest
ICHmk1,6,57,OldForest
ICHmk1,7,1,OldForest
ICHmk2,3,3361,OldForest
ICHmk2,4,6481,OldForest
ICHmk2,5,1036,OldForest
ICHmk2,6,31,OldForest
ICHmk3,3,1189,OldForest
ICHmk3,4,1060,OldForest
ICHmk3,5,152,OldForest
ICHmk3,6,7,OldForest
ICHmk3,7,1,OldForest
ICHmk4,3,1148,OldForest
ICHmk4,4,658,OldForest
ICHmk4,5,55,OldForest
ICHmk4,6,2,OldForest
ICHmk5,3,4129,OldForest
ICHmk5,4,5117,OldForest
ICHmk5,5,654,OldForest
ICHmk5,6,8,OldForest
ICHmk5,7,4,OldForest
ICHmm,3,8734,OldForest
ICHmm,4,2676,OldForest
ICHmm,5,326,OldForest
ICHmm,6,32,OldForest
ICHmm,7,2,OldForest
ICHmw1,3,6166,OldForest
ICHmw1,4,1640,OldForest
ICHmw1,5,149,OldForest
ICHmw1,6,12,OldForest
ICHmw2,3,11338,OldForest
ICHmw2,4,4504,OldForest
ICHmw2,5,784,OldForest
ICHmw2,6,44,OldForest
ICHmw3,3,15283,OldForest
ICHmw3,4,2899,OldForest
ICHmw3,5,656,OldForest
ICHmw3,6,35,OldForest
ICHmw3,7,12,OldForest
ICHmw4,3,1350,OldForest
ICHmw4,4,809,OldForest
ICHmw4,5,29,OldForest
ICHmw5,3,1805,OldForest
ICHmw5,4,360,OldForest
ICHmw5,5,75,OldForest
ICHmw5,6,2,OldForest
ICHvc,3,37526,OldForest
ICHvc,4,6264,OldForest
ICHvc,5,405,OldForest
ICHvc,6,36,OldForest
ICHvc,7,43,OldForest
ICHvk1,3,36485,OldForest
ICHvk1,4,9660,OldForest
ICHvk1,5,2515,OldForest
ICHvk1,6,363,OldForest
ICHvk1,7,116,OldForest
ICHvk2,3,11249,OldForest
ICHvk2,4,1785,OldForest
ICHvk2,5,71,OldForest
ICHvk2,6,32,OldForest
ICHvk2,7,3,OldForest
ICHwc,3,12347,OldForest
ICHwc,4,1590,OldForest
ICHwc,5,335,OldForest
ICHwc,6,80,OldForest
ICHwc,7,112,OldForest
ICHwk1,3,76400,OldForest
ICHwk1,4,16565,OldForest
ICHwk1,5,2689,OldForest
ICHwk1,6,799,OldForest
ICHwk1,7,42,OldForest
ICHwk2,3,17310,OldForest
ICHwk2,4,3968,OldForest
ICHwk2,5,771,OldForest
ICHwk2,6,89,OldForest
ICHwk2,7,3,OldForest
ICHwk3,3,7090,OldForest
ICHwk3,4,749,OldForest
ICHwk3,5,160,OldForest
ICHwk3,6,12,OldForest
ICHwk3,7,1,OldForest
ICHwk4,3,6043,OldForest
ICHwk4,4,4934,OldForest
ICHwk4,5,1989,OldForest
ICHwk4,6,362,OldForest
ICHwk4,7,21,OldForest
ICHxm1,3,414,OldForest
ICHxm1,4,185,OldForest
ICHxm1,5,13,OldForest
ICHxw,3,25,OldForest
ICHxw,4,5,OldForest
ICHxwa,4,7,OldForest
IDFdc,3,1992,OldForest
IDFdc,4,331,OldForest
IDFdc,5,10,OldForest
IDFdh,3,5,OldForest
IDFdk1,3,10490,OldForest
IDFdk1,4,2458,OldForest
IDFdk1,5,50,OldForest
IDFdk2,3,4483,OldForest
IDFdk2,4,2531,OldForest
IDFdk2,5,71,OldForest
IDFdk2,6,1,OldForest
IDFdk3,3,11888,OldForest
IDFdk3,4,1973,OldForest
IDFdk3,5,22,OldForest
IDFdk3,6,1,OldForest
IDFdk4,3,3571,OldForest
IDFdk4,4,18,OldForest
IDFdk4,5,2,OldForest
IDFdk4,7,1,OldForest
IDFdk5,3,68,OldForest
IDFdk5,4,65,OldForest
IDFdk5,5,5,OldForest
IDFdm1,3,982,OldForest
IDFdm1,4,627,OldForest
IDFdm1,5,62,OldForest
IDFdm1,6,1,OldForest
IDFdm2,3,143,OldForest
IDFdm2,4,7,OldForest
IDFdw,3,6975,OldForest
IDFdw,4,368,OldForest
IDFmw2,3,268,OldForest
IDFmw2,4,575,OldForest
IDFmw2,5,57,OldForest
IDFww,3,1366,OldForest
IDFww,4,4304,OldForest
IDFww,5,923,OldForest
IDFww,6,29,OldForest
IDFww,7,13,OldForest
IDFww1,3,583,OldForest
IDFww1,4,253,OldForest
IDFww1,5,1,OldForest
IDFxc,3,1295,OldForest
IDFxc,4,76,OldForest
IDFxc,5,15,OldForest
IDFxh1,3,2059,OldForest
IDFxh1,4,183,OldForest
IDFxh1,5,8,OldForest
IDFxh2,3,2250,OldForest
IDFxh2,4,240,OldForest
IDFxh2,5,2,OldForest
IDFxm,3,4361,OldForest
IDFxm,4,181,OldForest
IDFxm,5,3,OldForest
IDFxw,3,6395,OldForest
IDFxw,4,1327,OldForest
IDFxw,5,13,OldForest
IMAunp,3,3,OldForest
MHmm1,3,95815,OldForest
MHmm1,4,18011,OldForest
MHmm1,5,1812,OldForest
MHmm1,6,323,OldForest
MHmm1,7,77,OldForest
MHmm2,3,94081,OldForest
MHmm2,4,11403,OldForest
MHmm2,5,632,OldForest
MHmm2,6,94,OldForest
MHmm2,7,11,OldForest
MHmmp,3,183,OldForest
MHmmp,4,4,OldForest
MHun,3,84,OldForest
MHunp,3,2,OldForest
MHwh,3,4270,OldForest
MHwh,4,222,OldForest
MHwh,5,1,OldForest
MHwh,6,2,OldForest
MHwh1,3,5766,OldForest
MHwh1,4,478,OldForest
MHwh1,5,33,OldForest
MHwh1,6,3,OldForest
MHwhp,3,26,OldForest
MHwhp,4,1,OldForest
MSdc1,3,7975,OldForest
MSdc1,4,2531,OldForest
MSdc1,5,316,OldForest
MSdc2,3,5804,OldForest
MSdc2,4,1804,OldForest
MSdc2,5,299,OldForest
MSdc3,3,531,OldForest
MSdc3,4,84,OldForest
MSdc3,5,2,OldForest
MSdk,3,27448,OldForest
MSdk,4,24880,OldForest
MSdk,5,2336,OldForest
MSdk,6,47,OldForest
MSdm1,3,22226,OldForest
MSdm1,4,15212,OldForest
MSdm1,5,1425,OldForest
MSdm1,6,15,OldForest
MSdm1,7,3,OldForest
MSdm2,3,28960,OldForest
MSdm2,4,17105,OldForest
MSdm2,5,724,OldForest
MSdm2,6,16,OldForest
MSdm3,3,6731,OldForest
MSdm3,4,8259,OldForest
MSdm3,5,1121,OldForest
MSdm3,6,25,OldForest
MSdv,3,4745,OldForest
MSdv,4,536,OldForest
MSdv,5,58,OldForest
MSdw,3,17526,OldForest
MSdw,4,5635,OldForest
MSdw,5,327,OldForest
MSdw,6,12,OldForest
MSdw,7,11,OldForest
MSmw2,3,4902,OldForest
MSmw2,4,2127,OldForest
MSmw2,5,259,OldForest
MSmw2,6,67,OldForest
MSxk1,3,23652,OldForest
MSxk1,4,9193,OldForest
MSxk1,5,102,OldForest
MSxk1,6,1,OldForest
MSxk2,3,17124,OldForest
MSxk2,4,5488,OldForest
MSxk2,5,35,OldForest
MSxk2,6,14,OldForest
MSxk3,3,15494,OldForest
MSxk3,4,2141,OldForest
MSxk3,5,1,OldForest
MSxv,3,41283,OldForest
MSxv,4,993,OldForest
MSxv,5,14,OldForest
MSxv,6,3,OldForest
PPxh1,3,241,OldForest
PPxh1,4,17,OldForest
PPxh1,5,1,OldForest
PPxh2,3,69,OldForest
PPxh2,4,2,OldForest
SBPSdc,3,10226,OldForest
SBPSdc,4,1208,OldForest
SBPSdc,5,44,OldForest
SBPSmc,3,26005,OldForest
SBPSmc,4,1805,OldForest
SBPSmc,5,8,OldForest
SBPSmk,3,9312,OldForest
SBPSmk,4,6627,OldForest
SBPSmk,5,619,OldForest
SBPSmk,6,1,OldForest
SBPSxc,3,18464,OldForest
SBPSxc,4,378,OldForest
SBPSxc,5,3,OldForest
SBSdh1,3,2014,OldForest
SBSdh1,4,2409,OldForest
SBSdh1,5,417,OldForest
SBSdh1,6,7,OldForest
SBSdh2,3,1084,OldForest
SBSdh2,4,1033,OldForest
SBSdh2,5,170,OldForest
SBSdk,3,49908,OldForest
SBSdk,4,16065,OldForest
SBSdk,5,2670,OldForest
SBSdk,6,359,OldForest
SBSdk,7,117,OldForest
SBSdw1,3,5190,OldForest
SBSdw1,4,25237,OldForest
SBSdw1,5,7122,OldForest
SBSdw1,6,202,OldForest
SBSdw2,3,13969,OldForest
SBSdw2,4,30179,OldForest
SBSdw2,5,3854,OldForest
SBSdw2,6,55,OldForest
SBSdw2,7,8,OldForest
SBSdw3,3,26219,OldForest
SBSdw3,4,42313,OldForest
SBSdw3,5,6814,OldForest
SBSdw3,6,94,OldForest
SBSdw3,7,15,OldForest
SBSmc1,3,3149,OldForest
SBSmc1,4,2397,OldForest
SBSmc1,5,166,OldForest
SBSmc1,6,1,OldForest
SBSmc2,3,289187,OldForest
SBSmc2,4,79966,OldForest
SBSmc2,5,10419,OldForest
SBSmc2,6,787,OldForest
SBSmc2,7,258,OldForest
SBSmc3,3,20200,OldForest
SBSmc3,4,785,OldForest
SBSmc3,5,75,OldForest
SBSmc3,6,3,OldForest
SBSmh,3,404,OldForest
SBSmh,4,4067,OldForest
SBSmh,5,2965,OldForest
SBSmh,6,628,OldForest
SBSmh,7,69,OldForest
SBSmk1,3,96823,OldForest
SBSmk1,4,60631,OldForest
SBSmk1,5,10680,OldForest
SBSmk1,6,540,OldForest
SBSmk1,7,175,OldForest
SBSmk2,3,19297,OldForest
SBSmk2,4,20688,OldForest
SBSmk2,5,3261,OldForest
SBSmk2,6,53,OldForest
SBSmk2,7,1,OldForest
SBSmm,3,3398,OldForest
SBSmm,4,6282,OldForest
SBSmm,5,643,OldForest
SBSmm,6,1,OldForest
SBSmw,3,5306,OldForest
SBSmw,4,11839,OldForest
SBSmw,5,5960,OldForest
SBSmw,6,456,OldForest
SBSmw,7,25,OldForest
SBSun,3,24959,OldForest
SBSun,4,4729,OldForest
SBSun,5,1717,OldForest
SBSun,6,648,OldForest
SBSun,7,342,OldForest
SBSvk,3,11036,OldForest
SBSvk,4,1345,OldForest
SBSvk,5,84,OldForest
SBSvk,6,12,OldForest
SBSwk1,3,2854,OldForest
SBSwk1,4,1770,OldForest
SBSwk1,5,220,OldForest
SBSwk1,6,14,OldForest
SBSwk2,3,3728,OldForest
SBSwk2,4,471,OldForest
SBSwk2,5,64,OldForest
SBSwk2,6,3,OldForest
SBSwk2,7,2,OldForest
SBSwk3,3,72453,OldForest
SBSwk3,4,50621,OldForest
SBSwk3,5,4502,OldForest
SBSwk3,6,312,OldForest
SBSwk3,7,8,OldForest
SBSwk3a,3,1920,OldForest
SBSwk3a,4,581,OldForest
SBSwk3a,5,40,OldForest
SWBmk,3,55,OldForest
SWBmk,4,10,OldForest
SWBun,3,3,OldForest
